0|43|100
240|43|0
240|50|100
480|50|0
480|59|100
960|59|0
960|57|100
1200|57|0
1200|59|100
1320|59|0
1320|60|100
1440|60|0
1440|59|100
1680|59|0
1680|57|100
1920|57|0
1920|55|100
2160|55|0
2160|54|100
2400|54|0
2400|55|100
2640|55|0
2640|50|100
2880|50|0
2880|52|100
3120|52|0
3120|55|100
3360|55|0
3360|60|100
3600|60|0
3600|57|100
3840|57|0
3840|54|100
4080|54|0
4080|62|100
4320|62|0
4320|59|100
5280|59|0
5280|57|100
5760|57|0
5760|45|100
6000|45|0
6000|54|100
6240|54|0
6240|60|100
6720|60|0
6720|59|100
6960|59|0
6960|60|100
7080|60|0
7080|62|100
7200|62|0
7200|60|100
7440|60|0
7440|59|100
7680|59|0
7680|57|100
7920|57|0
7920|55|100
8160|55|0
8160|54|100
8400|54|0
8400|52|100
8640|52|0
8640|54|100
8880|54|0
8880|55|100
9000|55|0
9000|57|100
9120|57|0
9120|55|100
9360|55|0
9360|54|100
9600|54|0
9600|52|100
9840|52|0
9840|54|100
10080|54|0
10080|50|100
10560|50|0
10560|45|100
11040|45|0
11040|38|100
11520|38|0
11520|43|100
11760|43|0
11760|50|100
12000|50|0
12000|59|100
12480|59|0
12480|57|100
12720|57|0
12720|59|100
12840|59|0
12840|60|100
12960|60|0
12960|59|100
13200|59|0
13200|57|100
13440|57|0
13440|55|100
13680|55|0
13680|54|100
13920|54|0
13920|55|100
14160|55|0
14160|50|100
14400|50|0
14400|52|100
14640|52|0
14640|55|100
14880|55|0
14880|60|100
15120|60|0
15120|57|100
15360|57|0
15360|54|100
15600|54|0
15600|62|100
15840|62|0
15840|59|100
16800|59|0
16800|57|100
17280|57|0
17280|45|100
17520|45|0
17520|54|100
17760|54|0
17760|60|100
18240|60|0
18240|59|100
18480|59|0
18480|60|100
18600|60|0
18600|62|100
18720|62|0
18720|60|100
18960|60|0
18960|59|100
19200|59|0
19200|57|100
19440|57|0
19440|55|100
19680|55|0
19680|54|100
19920|54|0
19920|52|100
20160|52|0
20160|54|100
20400|54|0
20400|55|100
20520|55|0
20520|57|100
20640|57|0
20640|55|100
20880|55|0
20880|54|100
21120|54|0
21120|52|100
21360|52|0
21360|54|100
21600|54|0
21600|50|100
22080|50|0
22080|45|100
22560|45|0
22560|38|100
23040|38|0
23040|50|100
23280|50|0
23280|54|100
23520|54|0
23520|57|100
24000|57|0
24000|55|100
24240|55|0
24240|57|100
24360|57|0
24360|59|100
24480|59|0
24480|57|100
24720|57|0
24720|55|100
24960|55|0
24960|54|100
25200|54|0
25200|52|100
25440|52|0
25440|50|100
25680|50|0
25680|54|100
25920|54|0
25920|47|100
26160|47|0
26160|50|100
26400|50|0
26400|56|100
26640|56|0
26640|57|100
26880|57|0
26880|59|100
27120|59|0
27120|62|100
27360|62|0
27360|45|100
27600|45|0
27600|62|100
27840|62|0
27840|60|100
28080|60|0
28080|59|100
28320|59|0
28320|60|100
28800|60|0
28800|51|100
29040|51|0
29040|54|100
29280|54|0
29280|57|100
29520|57|0
29520|60|100
29760|60|0
29760|59|100
30000|59|0
30000|57|100
30240|57|0
30240|59|100
30480|59|0
30480|52|100
30720|52|0
30720|43|100
30960|43|0
30960|57|100
31200|57|0
31200|60|100
31440|60|0
31440|59|100
31680|59|0
31680|57|100
31920|57|0
31920|55|100
32160|55|0
32160|54|100
32400|54|0
32400|52|100
32640|52|0
32640|47|100
32880|47|0
32880|51|100
33120|51|0
33120|40|100
33840|40|0
33840|52|100
34080|52|0
34080|50|100
34320|50|0
34320|48|100
34560|48|0
34560|47|100
34800|47|0
34800|50|100
35040|50|0
35040|55|100
35520|55|0
35520|50|100
35760|50|0
35760|52|100
35880|52|0
35880|53|100
36000|53|0
36000|53|100
36240|53|0
36240|50|100
36480|50|0
36480|52|100
36720|52|0
36720|48|100
36960|48|0
36960|36|100
37200|36|0
37200|47|100
37440|47|0
37440|49|100
37680|49|0
37680|52|100
37920|52|0
37920|57|100
38400|57|0
38400|52|100
38640|52|0
38640|54|100
38760|54|0
38760|55|100
38880|55|0
38880|55|100
39120|55|0
39120|52|100
39360|52|0
39360|54|100
39600|54|0
39600|50|100
39840|50|0
39840|38|100
40080|38|0
40080|45|100
40320|45|0
40320|50|100
40560|50|0
40560|54|100
40800|54|0
40800|57|100
41040|57|0
41040|60|100
41280|60|0
41280|59|100
41520|59|0
41520|62|100
41760|62|0
41760|52|100
42000|52|0
42000|55|100
42240|55|0
42240|59|100
42480|59|0
42480|62|100
42720|62|0
42720|60|100
42960|60|0
42960|64|100
43200|64|0
43200|62|100
43440|62|0
43440|54|100
43680|54|0
43680|55|100
43920|55|0
43920|47|100
44160|47|0
44160|38|100
44400|38|0
44400|54|100
44640|54|0
44640|55|100
46080|55|0
46080|50|100
46320|50|0
46320|54|100
46560|54|0
46560|57|100
47040|57|0
47040|55|100
47280|55|0
47280|57|100
47400|57|0
47400|59|100
47520|59|0
47520|57|100
47760|57|0
47760|55|100
48000|55|0
48000|54|100
48240|54|0
48240|52|100
48480|52|0
48480|50|100
48720|50|0
48720|54|100
48960|54|0
48960|47|100
49200|47|0
49200|50|100
49440|50|0
49440|56|100
49680|56|0
49680|57|100
49920|57|0
49920|59|100
50160|59|0
50160|62|100
50400|62|0
50400|45|100
50640|45|0
50640|62|100
50880|62|0
50880|60|100
51120|60|0
51120|59|100
51360|59|0
51360|60|100
51840|60|0
51840|51|100
52080|51|0
52080|54|100
52320|54|0
52320|57|100
52560|57|0
52560|60|100
52800|60|0
52800|59|100
53040|59|0
53040|57|100
53280|57|0
53280|59|100
53520|59|0
53520|52|100
53760|52|0
53760|43|100
54000|43|0
54000|57|100
54240|57|0
54240|60|100
54480|60|0
54480|59|100
54720|59|0
54720|57|100
54960|57|0
54960|55|100
55200|55|0
55200|54|100
55440|54|0
55440|52|100
55680|52|0
55680|47|100
55920|47|0
55920|51|100
56160|51|0
56160|40|100
56880|40|0
56880|52|100
57120|52|0
57120|50|100
57360|50|0
57360|48|100
57600|48|0
57600|47|100
57840|47|0
57840|50|100
58080|50|0
58080|55|100
58560|55|0
58560|50|100
58800|50|0
58800|52|100
58920|52|0
58920|53|100
59040|53|0
59040|53|100
59280|53|0
59280|50|100
59520|50|0
59520|52|100
59760|52|0
59760|48|100
60000|48|0
60000|36|100
60240|36|0
60240|47|100
60480|47|0
60480|49|100
60720|49|0
60720|52|100
60960|52|0
60960|57|100
61440|57|0
61440|52|100
61680|52|0
61680|54|100
61800|54|0
61800|55|100
61920|55|0
61920|55|100
62160|55|0
62160|52|100
62400|52|0
62400|54|100
62640|54|0
62640|50|100
62880|50|0
62880|38|100
63120|38|0
63120|45|100
63360|45|0
63360|50|100
63600|50|0
63600|54|100
63840|54|0
63840|57|100
64080|57|0
64080|60|100
64320|60|0
64320|59|100
64560|59|0
64560|62|100
64800|62|0
64800|52|100
65040|52|0
65040|55|100
65280|55|0
65280|59|100
65520|59|0
65520|62|100
65760|62|0
65760|60|100
66000|60|0
66000|64|100
66240|64|0
66240|62|100
66480|62|0
66480|54|100
66720|54|0
66720|55|100
66960|55|0
66960|47|100
67200|47|0
67200|38|100
67440|38|0
67440|54|100
67680|54|0
67680|55|100
69120|55|0
69120|58|100
69360|58|0
69360|57|100
69600|57|0
69600|58|100
69840|58|0
69840|50|100
70080|50|0
70080|51|100
70320|51|0
70320|43|100
70560|43|0
70560|41|100
71040|41|0
71040|57|100
71520|57|0
71520|50|100
72000|50|0
72000|55|100
72240|55|0
72240|54|100
72480|54|0
72480|55|100
72720|55|0
72720|46|100
72960|46|0
72960|48|100
73200|48|0
73200|39|100
73440|39|0
73440|38|100
73680|38|0
73680|45|100
73920|45|0
73920|50|100
74160|50|0
74160|55|100
74400|55|0
74400|54|100
74640|54|0
74640|57|100
74880|57|0
74880|58|100
75120|58|0
75120|57|100
75360|57|0
75360|58|100
75600|58|0
75600|50|100
75840|50|0
75840|51|100
76080|51|0
76080|43|100
76320|43|0
76320|41|100
76800|41|0
76800|57|100
77280|57|0
77280|50|100
77760|50|0
77760|55|100
78000|55|0
78000|54|100
78240|54|0
78240|55|100
78480|55|0
78480|46|100
78720|46|0
78720|48|100
78960|48|0
78960|40|100
79200|40|0
79200|38|100
79440|38|0
79440|55|100
79680|55|0
79680|54|100
80640|54|0
80640|58|100
80880|58|0
80880|57|100
81120|57|0
81120|58|100
81360|58|0
81360|50|100
81600|50|0
81600|51|100
81840|51|0
81840|43|100
82080|43|0
82080|41|100
82560|41|0
82560|57|100
83040|57|0
83040|50|100
83520|50|0
83520|55|100
83760|55|0
83760|54|100
84000|54|0
84000|55|100
84240|55|0
84240|46|100
84480|46|0
84480|48|100
84720|48|0
84720|39|100
84960|39|0
84960|38|100
85200|38|0
85200|45|100
85440|45|0
85440|50|100
85680|50|0
85680|55|100
85920|55|0
85920|54|100
86160|54|0
86160|57|100
86400|57|0
86400|58|100
86640|58|0
86640|57|100
86880|57|0
86880|58|100
87120|58|0
87120|50|100
87360|50|0
87360|51|100
87600|51|0
87600|43|100
87840|43|0
87840|41|100
88320|41|0
88320|57|100
88800|57|0
88800|50|100
89280|50|0
89280|55|100
89520|55|0
89520|54|100
89760|54|0
89760|55|100
90000|55|0
90000|46|100
90240|46|0
90240|48|100
90480|48|0
90480|40|100
90720|40|0
90720|38|100
90960|38|0
90960|55|100
91200|55|0
91200|54|100
92160|54|0
92160|50|100
92400|50|0
92400|54|100
92640|54|0
92640|57|100
92880|57|0
92880|60|100
93120|60|0
93120|63|100
93360|63|0
93360|62|100
93600|62|0
93600|60|100
93840|60|0
93840|58|100
94080|58|0
94080|57|100
94320|57|0
94320|58|100
94560|58|0
94560|55|100
95040|55|0
95040|48|100
95280|48|0
95280|52|100
95520|52|0
95520|55|100
95760|55|0
95760|58|100
96000|58|0
96000|62|100
96240|62|0
96240|60|100
96480|60|0
96480|58|100
96720|58|0
96720|57|100
96960|57|0
96960|55|100
97200|55|0
97200|57|100
97440|57|0
97440|53|100
97680|53|0
97680|51|100
97920|51|0
97920|50|100
98160|50|0
98160|53|100
98400|53|0
98400|58|100
98640|58|0
98640|57|100
98880|57|0
98880|58|100
99120|58|0
99120|50|100
99360|50|0
99360|51|100
99600|51|0
99600|55|100
99840|55|0
99840|58|100
100080|58|0
100080|57|100
100320|57|0
100320|58|100
100560|58|0
100560|62|100
100800|62|0
100800|60|100
101040|60|0
101040|63|100
101280|63|0
101280|62|100
101520|62|0
101520|58|100
101760|58|0
101760|53|100
102000|53|0
102000|57|100
102240|57|0
102240|58|100
102480|58|0
102480|53|100
102720|53|0
102720|50|100
102960|50|0
102960|53|100
103200|53|0
103200|46|100
103680|46|0
103680|47|100
103920|47|0
103920|50|100
104160|50|0
104160|53|100
104400|53|0
104400|56|100
104640|56|0
104640|55|100
104880|55|0
104880|53|100
105120|53|0
105120|51|100
105360|51|0
105360|55|100
105600|55|0
105600|60|100
105840|60|0
105840|62|100
106080|62|0
106080|63|100
106560|63|0
106560|45|100
106800|45|0
106800|48|100
107040|48|0
107040|51|100
107280|51|0
107280|55|100
107520|55|0
107520|53|100
107760|53|0
107760|51|100
108000|51|0
108000|50|100
108240|50|0
108240|53|100
108480|53|0
108480|58|100
108720|58|0
108720|60|100
108960|60|0
108960|62|100
109440|62|0
109440|42|100
109680|42|0
109680|45|100
109920|45|0
109920|48|100
110160|48|0
110160|51|100
110400|51|0
110400|50|100
110640|50|0
110640|48|100
110880|48|0
110880|46|100
111120|46|0
111120|50|100
111360|50|0
111360|55|100
111600|55|0
111600|57|100
111840|57|0
111840|58|100
112080|58|0
112080|55|100
112320|55|0
112320|48|100
112560|48|0
112560|58|100
112800|58|0
112800|57|100
113040|57|0
113040|55|100
113280|55|0
113280|50|100
113520|50|0
113520|54|100
113760|54|0
113760|43|100
115200|43|0
115200|50|100
115440|50|0
115440|54|100
115680|54|0
115680|57|100
115920|57|0
115920|60|100
116160|60|0
116160|63|100
116400|63|0
116400|62|100
116640|62|0
116640|60|100
116880|60|0
116880|58|100
117120|58|0
117120|57|100
117360|57|0
117360|58|100
117600|58|0
117600|55|100
118080|55|0
118080|48|100
118320|48|0
118320|52|100
118560|52|0
118560|55|100
118800|55|0
118800|58|100
119040|58|0
119040|62|100
119280|62|0
119280|60|100
119520|60|0
119520|58|100
119760|58|0
119760|57|100
120000|57|0
120000|55|100
120240|55|0
120240|57|100
120480|57|0
120480|53|100
120720|53|0
120720|51|100
120960|51|0
120960|50|100
121200|50|0
121200|53|100
121440|53|0
121440|58|100
121680|58|0
121680|57|100
121920|57|0
121920|58|100
122160|58|0
122160|50|100
122400|50|0
122400|51|100
122640|51|0
122640|55|100
122880|55|0
122880|58|100
123120|58|0
123120|57|100
123360|57|0
123360|58|100
123600|58|0
123600|62|100
123840|62|0
123840|60|100
124080|60|0
124080|63|100
124320|63|0
124320|62|100
124560|62|0
124560|58|100
124800|58|0
124800|53|100
125040|53|0
125040|57|100
125280|57|0
125280|58|100
125520|58|0
125520|53|100
125760|53|0
125760|50|100
126000|50|0
126000|53|100
126240|53|0
126240|46|100
126720|46|0
126720|47|100
126960|47|0
126960|50|100
127200|50|0
127200|53|100
127440|53|0
127440|56|100
127680|56|0
127680|55|100
127920|55|0
127920|53|100
128160|53|0
128160|51|100
128400|51|0
128400|55|100
128640|55|0
128640|60|100
128880|60|0
128880|62|100
129120|62|0
129120|63|100
129600|63|0
129600|45|100
129840|45|0
129840|48|100
130080|48|0
130080|51|100
130320|51|0
130320|55|100
130560|55|0
130560|53|100
130800|53|0
130800|51|100
131040|51|0
131040|50|100
131280|50|0
131280|53|100
131520|53|0
131520|58|100
131760|58|0
131760|60|100
132000|60|0
132000|62|100
132480|62|0
132480|42|100
132720|42|0
132720|45|100
132960|45|0
132960|48|100
133200|48|0
133200|51|100
133440|51|0
133440|50|100
133680|50|0
133680|48|100
133920|48|0
133920|46|100
134160|46|0
134160|50|100
134400|50|0
134400|55|100
134640|55|0
134640|57|100
134880|57|0
134880|58|100
135120|58|0
135120|55|100
135360|55|0
135360|48|100
135600|48|0
135600|58|100
135840|58|0
135840|57|100
136080|57|0
136080|55|100
136320|55|0
136320|50|100
136560|50|0
136560|54|100
136800|54|0
136800|43|100
138240|43|0
138240|43|100
138480|43|0
138480|50|100
138720|50|0
138720|59|100
139200|59|0
139200|57|100
139440|57|0
139440|59|100
139560|59|0
139560|60|100
139680|60|0
139680|59|100
139920|59|0
139920|57|100
140160|57|0
140160|55|100
140400|55|0
140400|54|100
140640|54|0
140640|55|100
140880|55|0
140880|50|100
141120|50|0
141120|52|100
141360|52|0
141360|55|100
141600|55|0
141600|60|100
141840|60|0
141840|57|100
142080|57|0
142080|54|100
142320|54|0
142320|62|100
142560|62|0
142560|59|100
143520|59|0
143520|57|100
144000|57|0
144000|45|100
144240|45|0
144240|54|100
144480|54|0
144480|60|100
144960|60|0
144960|59|100
145200|59|0
145200|60|100
145320|60|0
145320|62|100
145440|62|0
145440|60|100
145680|60|0
145680|59|100
145920|59|0
