0|43|100
120|43|0
120|50|100
240|50|0
240|59|100
360|59|0
360|57|100
480|57|0
480|59|100
600|59|0
600|50|100
720|50|0
720|59|100
840|59|0
840|50|100
960|50|0
960|43|100
1080|43|0
1080|50|100
1200|50|0
1200|59|100
1320|59|0
1320|57|100
1440|57|0
1440|59|100
1560|59|0
1560|50|100
1680|50|0
1680|59|100
1800|59|0
1800|50|100
1920|50|0
1920|43|100
2040|43|0
2040|52|100
2160|52|0
2160|60|100
2280|60|0
2280|59|100
2400|59|0
2400|60|100
2520|60|0
2520|52|100
2640|52|0
2640|60|100
2760|60|0
2760|52|100
2880|52|0
2880|43|100
3000|43|0
3000|52|100
3120|52|0
3120|60|100
3240|60|0
3240|59|100
3360|59|0
3360|60|100
3480|60|0
3480|52|100
3600|52|0
3600|60|100
3720|60|0
3720|52|100
3840|52|0
3840|43|100
3960|43|0
3960|54|100
4080|54|0
4080|60|100
4200|60|0
4200|59|100
4320|59|0
4320|60|100
4440|60|0
4440|54|100
4560|54|0
4560|60|100
4680|60|0
4680|54|100
4800|54|0
4800|43|100
4920|43|0
4920|54|100
5040|54|0
5040|60|100
5160|60|0
5160|59|100
5280|59|0
5280|60|100
5400|60|0
5400|54|100
5520|54|0
5520|60|100
5640|60|0
5640|54|100
5760|54|0
5760|43|100
5880|43|0
5880|55|100
6000|55|0
6000|59|100
6120|59|0
6120|57|100
6240|57|0
6240|59|100
6360|59|0
6360|55|100
6480|55|0
6480|59|100
6600|59|0
6600|55|100
6720|55|0
6720|43|100
6840|43|0
6840|55|100
6960|55|0
6960|59|100
7080|59|0
7080|57|100
7200|57|0
7200|59|100
7320|59|0
7320|55|100
7440|55|0
7440|59|100
7560|59|0
7560|54|100
7680|54|0
7680|43|100
7800|43|0
7800|52|100
7920|52|0
7920|59|100
8040|59|0
8040|57|100
8160|57|0
8160|59|100
8280|59|0
8280|55|100
8400|55|0
8400|54|100
8520|54|0
8520|55|100
8640|55|0
8640|52|100
8760|52|0
8760|55|100
8880|55|0
8880|54|100
9000|54|0
9000|55|100
9120|55|0
9120|47|100
9240|47|0
9240|50|100
9360|50|0
9360|49|100
9480|49|0
9480|47|100
9600|47|0
9600|49|100
9720|49|0
9720|55|100
9840|55|0
9840|57|100
9960|57|0
9960|55|100
10080|55|0
10080|57|100
10200|57|0
10200|55|100
10320|55|0
10320|57|100
10440|57|0
10440|55|100
